nameOrig,nameDest
C1069964494,C1377667801
C1485210418,C477574606
C735604211,C1653844940
C1463061768,C1700852615
C1520016140,C810631086
C912923774,C1978908873
C1580554421,C2041613565
C756732598,C127385698
C1003322850,C1400172244
C1562517257,C216084411
C698750184,C435224506
C1381170184,C1323551122
C1454336157,C1122506150
C332950780,C595839844
C1095734165,C684275195
C429693350,C2146875526
C912111605,C309829587
C802630075,C1833303640
C1556137533,C1764948557
C682301993,C574367055
C1633121909,C2089264118
C545241531,C1623540151
C1784049666,C468897557
C592069048,C66497191
C218304700,C485423874
C531267379,C71240405
C1768748630,C832023580
C649487973,C405362516
C1530093966,C2082174123
C673165767,C1924761929
C1751161435,C1584518006
C1202849467,C1478094018
C1069118147,C806009532
C697849320,C1673666267
C970451624,C575058775
C899342117,C1051710033
C1330097793,C1104070576
C6639019,C895376277
C448187770,C381943658
C86306612,C1881694426
C310829972,C534419595
C1541743580,C477490247
C785574648,C2132753821
C785685091,C552439105
C1554182310,C2108553550
C1261720250,C735585835
C152961846,C1003455507
C355926821,C536046714
C352001738,C1725694877
C1738605320,C580535483
C223025258,C877100627
C1821745556,C631424220
C1365531829,C859990725
C2026991813,C946186798
C1898226966,C1869304397
C1132343343,C37443543
C1162329346,C8221127
C1464454936,C2053478872
C57475143,C118507124
C1096054057,C580961280
C743292389,C1474120649
C1584448172,C495590915
C1980486975,C1203699143
C1668494653,C811809281
C268102031,C976525742
C1850674865,C764046955
C1298528285,C1136370866
C1626882814,C1316348303
C1759409385,C926214127
C657410885,C1015463320
C428504690,C530803804
C2029741786,C1888403302
C1169800590,C895833391
C70898591,C153116245
C1954486040,C41543026
C220402270,C280061639
C1297467250,C1169785484
C363678008,C1192879985
C1266436575,C1397413501
C295056270,C1231996127
C390501119,C265108079
C1778990482,C1940478304
C271028479,C581016711
C621758158,C1929796056
C1612753878,C1302803707
C429827502,C1260170750
C1911194489,C1093155480
C190755948,C863327515
C20125250,C769283446
C315904482,C1919930418
C1083047314,C2060630469
C234318095,C1296356740
C1295395531,C13184375
C197301602,C221680262
C359091244,C182799539
C505414213,C229836554
C1648446541,C605619427
C1271032002,C2015705008
C2051375424,C981243914
C94503524,C467093907
C885744200,C2133338910
C1939680627,C1353512285
C764197167,C75063333
C757373257,C1759439808
C652259546,C710397720
C33902570,C1225406756
C1000941003,C632283006
C1511914666,C1493135118
C2044260691,C552803490
C1359645597,C460900193
C603945738,C217803711
C380775283,C509689894
C685638303,C927697407
C764224122,C817918991
C1970420714,C1426317832
C646743579,C1052752628
C1904928437,C1649299566
C1711177301,C1765333126
C946146005,C1095234183
C34442501,C1837467640
C1653588129,C1464046572
C85357337,C454449973
C1202819083,C1812298245
C2047290424,C375952412
C1665913488,C1972618179
C1252754001,C1620860396
C1201909798,C1239704948
C1566372741,C1123241164
C563195584,C407423363
C1802227862,C1394569574
C1367236798,C1677601349
C1083291163,C816533208
C1817896807,C1856505882
C1501590810,C2046339813
C2069464324,C1220768475
C909493530,C1841912236
C225410404,C2004275725
C1469968758,C1343053075
C1616592676,C1044173939
C2027830048,C1194521961
C237829378,C1915382526
C2014495428,C1380789797
C1145707886,C919146414
C1968148644,C104789705
C1817094220,C1725523273
C2130101667,C351787541
C1572509632,C1492252108
C226048087,C569455395
C342687100,C78730874
C1560279439,C374540077
C1433559367,C846484205
C286081086,C2084157350
C1660541054,C1781375405
C1097426479,C1393612077
C123166492,C1456167644
C2082534264,C756475678
C1354170026,C1150439295
C1516548749,C1096948636
C1744222562,C1244031707
C481701335,C1000124976
C2064827205,C3574423
C69072496,C824413771
C1450336824,C1534233753
C2064065972,C485673269
C375576954,C346008447
C2099712944,C501795443
C948034958,C1061034243
C1310775922,C1366759024
C1678984169,C2003117461
C316873919,C1203094087
C245963741,C1949047779
C1360735076,C1825975853
C426395319,C1053578484
C191138054,C189054127
C535025692,C35823611
C1661584972,C1251780244
C2103843152,C1377179857
C19037438,C1570381551
C1624648016,C199582547
C885660262,C1786466588
C1212919714,C961858005
C1046608447,C396048174
C838716376,C668247389
C1662155588,C239353362
C1358994226,C495800584
C1539808082,C317983984
C1479197871,C134153470
C1989373334,C873221189
C2084985851,C1612088402
C2052084436,C1037768920
C1644119608,C701028908
C262165422,C847172802
C953084065,C972069609
C1219517359,C1237434875
C1698960739,C90371734
C1855445623,C900569672
C584911689,C853351094
C45677419,C620481726
C301403286,C934118448
C578030360,C921424481
C437916097,C1709491772
C1531719103,C350006115
C1928727036,C40414363
C1893261425,C1955480363
C981885874,C822716144
C10322056,C1520782099
C1972009931,C1789260561
C1547351939,C1350917746
C1839030013,C1103621993
C1811193428,C899839861
C1574067239,C90854025
C286395264,C1677262317
C467672465,C1675272364
C675856456,C672948952
C1382043672,C1156597903
C850621978,C1042547152
C515357892,C1494057160
C168458146,C1185339311
C610179782,C1637509724
C1598517802,C1660605962
C117640705,C214974969
C294343749,C596210361
C1365968427,C1246792604
C1790098181,C323287038
C103180331,C653425370
C816852442,C1167813715
C1541934860,C2127741470
C612236775,C1801307997
C288341619,C317071334
C549490545,C452570736
C994796554,C861985771
C1888625729,C1730964371
C480428038,C1061891929
C951943140,C1379289710
C1479948237,C541613722
C971481254,C383074503
C860878188,C411268939
C1616834238,C592396389
C155137319,C1049804269
C232347190,C885136436
C1097938548,C1374102268
C67674111,C2090380035
C720548154,C1353907767
C845920381,C934118693
C408769653,C935305166
C1546523048,C283333980
C1558980917,C1448393664
C945012997,C2022090718
C1675774524,C6043240
C1446093339,C1580003717
C2000488857,C1840201664
C892902516,C153509194
C1770911648,C583574232
C1627556956,C1972335962
C2129408036,C1529119077
C256297137,C819041667
C166731278,C1082919473
C2095387392,C1435896614
C1662476712,C13635577
C1521303099,C503258654
C1394891534,C624895254
C118304633,C1592538950
C1599013905,C1848397458
C1814078757,C1879093693
C489516932,C651317806
C1941306815,C1452646606
C850060725,C1079400005
C1730237497,C69424971
C1715606473,C1706045977
C1907086221,C2070862241
C256173765,C2070633297
C1150012955,C1980683755
C841044248,C1689108253
C490326890,C1607491438
C895706310,C637302537
C788701031,C369252352
C387162638,C986807533
C1143097629,C2023956452
C1791574027,C1336606561
C1359680402,C675058748
C1526909039,C283333980
C230557875,C685032239
C760727575,C2039685840
C617204140,C1768798525
C1774529770,C583894465
C339958513,C1912291084
C122105630,C1547280953
C1831408371,C798182802
C759939520,C537512072
C822830807,C1633594492
C88917487,C317609312
C1774159024,C39785010
C194374741,C987813404
C1999049474,C1139859334
C2139572153,C2105694114
C860087132,C557989222
C591793132,C325418292
C1061065548,C634505597
C38679147,C1292435170
C2125840914,C371132388
C1443645839,C130610217
C1632977955,C933059493
C151598644,C1842854615
C1501347925,C726025092
C1837673156,C2056987083
C649563914,C1697258007
C1716495742,C1589946287
C1494138762,C1134395461
C1912135909,C1555962563
C1806564879,C1174287796
C1892864593,C1251686742
C1544343854,C1916788714
C1782971778,C296836246
C1855728451,C1760917788
C146418843,C1983517641
C847583491,C770297559
C2003393340,C1532408070
C524208965,C1366672748
C810642316,C2108103747
C1909489712,C1222577758
C663395184,C385804692
C1800660096,C2040512081
C666698504,C1625988105
C70382342,C1798083017
C306683047,C1684800396
C1643706491,C623794592
C758861295,C1479738254
C558836736,C885908583
C80998932,C11139703
C1172812684,C1498878963
C1112376915,C1248324092
C563059416,C1424342775
C281194914,C1986290942
C1095907848,C1806914361
C1142479905,C1440457832
C1683041965,C685802025
C1130629484,C1919269232
C322365810,C2121616558
C290309857,C425542772
C2089072163,C695129407
C524877750,C1557215762
C999417940,C2095635471
C1142184713,C1871382098
C494458886,C434169323
C1159016784,C862248160
C1887701068,C492297902
C1133764388,C79241601
C1443809952,C2071597472
C51128708,C454802991
C2025192887,C2085291936
C1611223599,C813282794
C1463054259,C1811787479
C837990731,C1902603362
C2047401057,C208427878
C909046449,C619990320
C1116949040,C987134794
C1720683464,C1252988122
C1515759788,C1536228074
C463630892,C632116376
C1127770530,C748063839
C1500736454,C346145022
C1181857164,C1479738254
C1321901180,C574029578
C1321175422,C643319177
C206628404,C596882389
C1195831271,C1308114570
C1576378895,C1739267259
C755412205,C76139730
C2069008056,C1986335083
C954902016,C191392017
C1197777346,C1855890504
C2096368989,C323302928
