nameOrig,nameDest
C1251472212,C1107259610
C282030819,C2027497664
C578513527,C354119861
C1715581954,C920982969
C1337464815,C515964172
C1139067846,C830373861
C1425358570,C1525416709
C1338362328,C1752122602
C159501878,C537724917
C1258676720,C2008989960
C1868808537,C493028686
C2086664774,C360241867
C1487348833,C2069156495
C360746891,C1105804428
C1122820255,C229354194
C1774789020,C728846425
C1406802258,C659356394
C1039335148,C1326978581
C385554083,C1424782599
C409767888,C1125562436
C993397440,C2135155430
C677883954,C854569386
C638583240,C855158199
C1268042101,C325080982
C1806827775,C1225036731
C592864848,C1325904508
C1682486130,C1859667281
C581602721,C529750271
C159317505,C482350023
C1311451927,C1621324831
C1881749315,C515057460
C76680852,C796028148
C722507026,C962412536
C85191403,C670615699
C1913486971,C2039984443
C1211044079,C1919059923
C2073049167,C935605569
C847277713,C1925322228
C2009330361,C1265104414
C2114565970,C2005273539
C303276597,C448919364
C2131611962,C1621835886
C1728685893,C459782638
C1373352712,C1707160175
C698834333,C1451256149
C36860826,C916539593
C824975234,C2036062532
C1585128247,C1257388152
C1213956640,C318885795
C1830197640,C1838171162
C1872337229,C553747627
C1429994118,C1146832806
C1406699934,C1445995015
C1539576932,C1705736465
C416142891,C335356822
C1466663514,C1990540641
C127867607,C262134935
C453545660,C1994884946
C832317646,C918754793
C1311430024,C1806203979
C1753062536,C1684516585
C929010261,C1928037047
C1742013992,C1059263116
C291365368,C1817014992
C943986825,C836514715
C82958114,C1360594277
C1573188808,C1843345140
C1610910857,C2039463280
C1713737927,C601555380
C1292872906,C481776200
C1776116816,C1614334616
C1233705924,C1461656714
C1160387032,C1714823857
C22274929,C195340873
C1149919219,C949765984
C199601583,C36301444
C371319511,C1554879392
C1636654458,C2098986804
C726069312,C92967489
C1173722636,C1022151824
C1000832583,C1813676922
C1767287300,C1108039741
C843573759,C908610512
C1477439516,C1955367546
C936188230,C1193288311
C940148351,C572626054
C2129946160,C1231022176
C2092618536,C984922302
C1922541337,C2035221857
C83937609,C1997254547
C1927123424,C530523238
C1841316391,C1603943086
C930322192,C1822466861
C508993684,C2134697262
C131340529,C826178026
C897560958,C664203889
C850615427,C5554526
C360703512,C1158899502
C605751608,C2078017545
C1921911537,C375856345
C1896977067,C2113074929
C1490467832,C1395791810
C2035921217,C1109448995
C688269570,C1936526720
C1889485350,C1270472284
C343042008,C1327883840
