nameOrig,nameDest
C272239737,C1112716150
C1192526584,C1786914526
C66478679,C626770650
C363610006,C1182837001
C742523226,C2128552525
C2084428918,C1069686953
C750945968,C729250872
C540665345,C898762325
C2014812253,C1071257045
C1005868632,C829038859
C1029087693,C35153658
C1783934882,C239982424
C884928555,C271809977
C386324126,C850981882
C1659791335,C1780434514
C1058560888,C846363541
C2110233451,C917766394
C557356110,C361288358
C430585673,C956842519
C1550241491,C1015335827
C1248732107,C850684753
C311856159,C1642126174
C51585542,C990978725
C1451534037,C979196948
C1139760660,C517588989
C1246673250,C349785354
C677964261,C1601594627
C1529857303,C749684989
C1437285907,C165768183
C1377753564,C607938937
C949601796,C2110356520
C112513590,C1508437022
C18159783,C1512945422
C1675054425,C1544943575
C387580247,C1708647717
C2102393065,C1147752765
C238401418,C612256685
C830923205,C1142514881
C1921488895,C345405202
C1997303173,C88063324
C1254075092,C2107248335
C1278341775,C203579565
C38255769,C1644979554
C372476177,C589171034
C569210889,C1979878927
C1644905265,C1950826101
C1561823389,C6563599
C1466366255,C425174054
C495054586,C1194437557
C623584432,C837182237
C1150882792,C719997394
C609625557,C682462022
C909310363,C1476909941
C1245730121,C1699025842
C1179257274,C2094906583
C1424916793,C1017584166
C865035995,C1878929896
C1797723629,C875793925
C133326523,C1674591388
C904851589,C1104195099
C1493953105,C1349673517
C1770067031,C1232373262
C1120668221,C2092877687
C1981288416,C1302286809
C614410258,C1709348095
C324456890,C87936820
C2111420414,C902286437
C337914728,C1115795619
C1961861566,C1915163610
C395924508,C214033895
C667907926,C1684874339
C310732716,C1822682019
C468637203,C1536086573
C1175079110,C1718681400
C438563478,C708464201
C597839481,C1885272526
C1309760080,C1710449000
C1514764076,C426088291
C1610324401,C390678542
C1847317937,C1475570331
C714920440,C373007571
C1006445456,C930580526
C952632143,C1573526608
C139390906,C677158583
C1142025306,C1701645600
C371369707,C160386323
C1854414107,C1434161357
C298060879,C592245127
C97824021,C1359173222
C754321261,C1878541437
C1665223225,C2009961410
C2014022097,C1371905497
C1662682508,C1791111283
C1985212975,C536669801
C1591039665,C450161396
C675904035,C2033438391
C1782308947,C708406709
C1957793345,C190589575
C666430326,C685112988
C703789473,C427346199
C988898373,C217315121
C1117048125,C1833417340
C1196766290,C894624418
C1002704234,C770801476
C450130862,C145075709
C2127407340,C1895299052
C273999043,C1515315666
C199230718,C1900608493
C839933743,C1939274899
C554244937,C905251505
C1218262345,C92107961
C707771906,C2044545138
C1462439514,C994202202
C333019385,C1861772102
C2055899135,C482497605
C352456997,C1082864020
C1922443921,C1350354405
C511673111,C603046597
C1517358830,C1648585708
C1910258626,C771805023
C1244360641,C1341683707
C2132339162,C595142715
C2131560607,C1801028261
C589546729,C794363435
C902498499,C370808293
C1129184570,C1287328228
C774727808,C671848738
C1660690233,C1762812464
C884700268,C1585619765
C1154967909,C263080067
C147189899,C842594505
C237718784,C1020697488
C1641824445,C1602596277
C507478434,C1915393040
C970554182,C610902786
C465748219,C659491473
C157277264,C1464437589
C1772958242,C1658125047
C1243973910,C263394416
C470469401,C905509187
C697890825,C127673626
C2050276729,C256531377
C1963616994,C669995070
C2081903810,C1627541763
C292270108,C339438461
C972605032,C1647955152
C1985089068,C460561436
C151469975,C2067139868
C107318561,C340168873
C1091551830,C309032205
C178451644,C1805792705
C1901979297,C340535885
C2050744529,C2008824668
C1908369070,C53354236
C733891122,C976060942
C1388659790,C1385924981
C1450840397,C616019135
C1382974740,C1082919473
C190360241,C356528796
C1934063776,C846569351
C1966206972,C1364317461
C1406239339,C948598315
C487765890,C1072420510
C1431850744,C2145550142
C804001184,C1346699071
C1886456044,C1029756229
C2018971591,C789584981
C1869590971,C1402355748
C543291619,C1977687362
C209454651,C1375991036
C941806556,C1465991696
C1135698628,C461160828
C186733177,C308042663
C1762445780,C579824888
C1728947754,C572728110
C1845130191,C1019554569
C1711131829,C1791646113
C340320165,C722530494
C281630751,C182700850
C225014308,C394097764
C465689923,C1223443370
C613988514,C81500325
C1069299951,C35452907
C75871764,C1447799030
C45686062,C2132341662
C143833427,C848440777
C484968954,C1104175656
C206657639,C392424605
C1454125563,C2059753557
C1992264924,C1560754418
C1233845418,C63363203
C1121685270,C1004962268
C1645774518,C1340066946
C1840647566,C422791129
C1297830552,C245570780
C135800457,C65937391
C1474597525,C2111525956
C1441183693,C988582803
C1679455578,C1372521262
C1927577281,C1262174641
C23538226,C396462550
C1633660172,C819231307
C1457042648,C1961358195
C1694781815,C810370014
C441250669,C1381170516
C1183800360,C675642634
C1394714352,C2434114
C2053519162,C257493922
C1663551600,C1956137239
C1743549105,C2048292138
C108834161,C1663679231
C779861165,C1077374967
C1000429672,C1098095029
C2083100622,C2069506579
C152187501,C925933730
C213644186,C1079570333
C1670156102,C808332690
C1295243242,C582561396
C1838270526,C380282737
C1042444229,C1333722713
C1263361890,C1562349196
C290296346,C543241090
C1747869085,C1237877492
C512554991,C1433964340
C2044487664,C344615087
C1549237023,C65245385
C1466961463,C686987958
C1071389422,C896217553
C170381803,C383694880
C454644378,C111628884
C1801161110,C708370411
C881845625,C646600154
C9687690,C1635926451
C1372577152,C246617759
C1718610198,C533096209
C755002511,C1429491648
C865729575,C1673160284
C471139337,C1484725608
C86731204,C1712848887
C736168442,C515964172
C1466282085,C2132011849
C1667552204,C703035432
C1038082861,C73705881
C508728245,C1206591
C1682894466,C350704672
C561101684,C2112226797
C1668674300,C44046052
C1764760092,C178127975
C2056901446,C1041496738
C1599888334,C1688923359
C721969265,C898862917
C200060406,C1069873258
C271438022,C1827542105
C1211947268,C829816996
C1845738900,C979910811
C27882607,C969739587
C676613355,C1022237712
C109990940,C871451911
C1584520680,C480277152
C1239379174,C945069853
C674583683,C305827266
C66764346,C1696359049
C553048038,C654300063
C800211119,C1397025197
C1592706689,C1206265651
C312050145,C619876874
C1896494446,C2033402092
C321019354,C1556340367
C1847400544,C542895457
C1810792271,C750271000
C1108729732,C1950943508
C690853950,C2018835590
C1979884940,C1692762526
C376683808,C1623552182
C1942495231,C1892793920
C365534960,C1067910516
C867025584,C1852425850
C700832916,C1463541781
C741983287,C25411414
C46673250,C121937307
C221469433,C1954118455
C861835304,C1173662257
C1162034167,C573544758
C600029610,C1478465731
C1871703446,C861721098
C1762839340,C1131133741
C443861424,C989748673
C1528346286,C1539556581
C1568244765,C1258177332
C2002651149,C210757808
C1434423479,C218364085
C434309910,C167883559
C32799276,C1941015531
C1649216583,C530152245
C1730398497,C1638266224
C631650765,C1445721018
C948959770,C1394884466
C1388183080,C1933382491
C17056412,C8575323
C1497116865,C1126754611
C1001615497,C1423520604
C535282564,C2104479832
C1490225701,C373928166
C562430103,C276846611
C216424808,C1531312804
C543818318,C309274758
C1734576114,C1511152308
C831307735,C547290723
C1179562607,C2140541006
C632128416,C19072887
C1825560672,C1173517405
C946446377,C235333241
C185049217,C1300911108
C1115591362,C485586609
C1348492853,C692605185
C637388024,C175168015
C632192705,C1759877710
C846811801,C748761252
C581026636,C603983213
C85490815,C1060021702
C1393967723,C1240525409
C721628938,C1985726137
C127152773,C1449689044
C1093225868,C1639172428
C541940440,C1881468439
C302275236,C1548330565
C883049083,C502307704
C1072446542,C76835938
C1966942961,C1478535581
C1172086664,C1797400893
C1674292434,C165525155
C1025237673,C1340872163
C560807257,C1628621706
C7132707,C695487589
C1056921536,C277470913
C1553196060,C1076496284
C349998370,C286587865
C1927781460,C452630750
C1553868685,C1398530689
C141524047,C1496835656
C627081344,C1898150915
C1450058873,C1335105489
C1126087440,C301328974
C1307334583,C81684661
C18051923,C1111870228
C1564867007,C169969536
C802857145,C788026681
C2362138,C591708937
C439839142,C1758941631
C1758327646,C1584918445
C308828566,C659356394
C842329114,C407486639
C326097315,C1057348903
C348102547,C1954007489
C1154207867,C1329392155
C1368039620,C488032336
C1019599255,C117108994
C1416534683,C906732391
C1147950522,C847550242
C937532732,C434974736
C587090066,C1874506970
C1430658747,C37400436
C9964278,C1950787681
C617391393,C898862917
C1414091802,C694752544
C472553997,C521914599
C432513442,C1277740810
C1973605306,C488364471
C1432481825,C612747735
C1233891742,C1590779560
C1975492320,C537222501
C1753313286,C1629872988
C660610110,C434946979
C598735570,C315045812
C855452649,C262191975
C231711310,C1342348913
C1292105325,C2125325777
C253631547,C142389339
C118287552,C1622894114
C1630948038,C1174940699
C2075961861,C1767335214
C1880287179,C1080585812
C1735179006,C758810053
C887078063,C626314362
C707646643,C191439178
C111959322,C1514777173
C1113626928,C1492561089
C1030599084,C2099149903
C265574385,C1544112569
C1811193756,C780069524
C756753099,C1046781224
C2108364309,C836509598
C1349365134,C1826724428
C531284064,C25762899
C1800647716,C1982407330
C1315769573,C816288737
C1943128443,C1253809913
C976334497,C1313081685
C1286983511,C1317884433
C1780082688,C923350226
C394165801,C187818649
C546152129,C1818956150
C1117795056,C687671159
C889785914,C1652671483
C689272374,C41162687
C588299034,C1252487145
C1370985521,C1408044152
C950748016,C733503472
C985657322,C1499739825
C475093964,C1267232201
C1906983531,C1403129574
C335036397,C898855638
C1451053767,C1663000284
C1088748799,C1793105660
C1669220242,C185560614
C824904519,C1280305030
C234659023,C1725983004
C1779993227,C1184820243
C2068517517,C1397582521
