nameOrig,nameDest
C888601886,C1599347706
C270468985,C416482288
C2036362776,C37445070
C1127881245,C238707962
C1641405169,C2064634781
C1867272715,C1608194258
C363258196,C1054861003
C106949391,C953280601
C1234348903,C1530747215
C1145271380,C916351855
C1716359625,C264393497
C523442588,C1375994385
C1126584462,C1528227648
C479751530,C392849904
C382825705,C752208871
C287924310,C401730239
C1627058397,C591908287
C1070998165,C1944863611
C582840250,C1415505032
C2018283627,C869369498
C1325919143,C385968765
C1095481944,C1760553312
C138595700,C731319993
C336714719,C1254340543
C1689997353,C1174131242
C1771316160,C1665809937
C353078071,C837882977
C851014905,C822816205
C1065066111,C2036983481
C1507714954,C58230361
C47077563,C1461444839
C987953983,C1113511676
C1818924257,C477838892
C2130082974,C1244577604
C1188842883,C530565012
C356313090,C2055093202
C1458339191,C1115840923
C1928305253,C1509836571
C375234481,C84278621
C652908243,C1652116403
C1265772230,C489093244
C1832808224,C957052981
C1379051946,C103558096
C2034114395,C1551646974
C2008143827,C1889420781
C1663690208,C1957754559
C94174788,C24486365
C1940977984,C1746191654
C827827367,C646867151
C349068302,C1721246847
C2116256847,C67547684
C1343618472,C1901835746
C1457826124,C1753885705
C1080394519,C84988880
C1209534380,C70581276
C961039551,C23892288
C535219581,C1587389709
C1649722059,C276384108
C1753896587,C1556266881
C911111469,C618473871
C1363526628,C670240576
C1297565650,C64587301
C945533593,C1836470106
C1455942291,C233359832
C1388756643,C1800797980
C256567564,C425350252
C1836412519,C976143403
C1533716858,C2081398415
C34484357,C2038315326
C559244206,C1918490504
C843574386,C1582922848
C1193854323,C515254621
C405077406,C1463942959
C1915464791,C1934120876
C1478493631,C1927887724
C1645047159,C2048222578
C603701988,C271054696
C995400544,C1312406356
C360976118,C606638582
C1462999258,C1218170675
C176692362,C1447116475
C968704284,C393170663
C1097514770,C1470044616
C1292729690,C1866002100
C143112320,C203619457
C2143587045,C26173831
C564833504,C340114671
C718529373,C936246132
C958989992,C1609083405
C1040807174,C707559507
C924701539,C876435344
C1319468414,C1869127541
C1070083652,C1967963883
C1251790334,C2107455387
C323197189,C1313595384
C1986545822,C1997164604
C145547801,C1135318324
C611532239,C1269202339
C729224181,C1065793087
C535790269,C261864475
C1891370867,C494845714
C1293734382,C365595355
C1031667736,C1222142276
C747074314,C1918414632
C2084050222,C1771293419
C317240144,C910464570
C183979281,C2104639974
C911910916,C2092219663
C1959894982,C666044114
C594853951,C1750350607
C333160069,C1246462349
C1889668722,C1265541273
C150306831,C250852194
C218483734,C1085844898
C1122321541,C610188199
C575931189,C1901593769
C100993672,C1564489075
C633537314,C953020453
C1298836083,C222908264
C1336231232,C2056465250
C1633306486,C2121702559
C1555923564,C1196031776
C569786412,C1434357874
C1723207191,C1850460239
C337913035,C471543436
C1872771268,C1149848936
C500489767,C1098581713
C666716577,C1123231822
C545602048,C401058954
C839175282,C784865206
C767939744,C1696617402
C297952376,C1014446010
C413010298,C1916432492
C208482631,C825394182
C261002430,C2044362373
C225300627,C785144905
C1699798429,C1799411678
C5386105,C749971883
C2063753385,C1867792760
C411618834,C473496930
C2069316779,C1273112434
C1794082143,C1769626610
C41990019,C480403689
C1545994655,C816140268
C496333996,C1990129476
C197578556,C1665256111
C2061320772,C1532578831
C28888861,C7397
C1402619243,C485464023
C1652476728,C1516459898
C1701467865,C1539396523
C502322708,C985617765
C698788214,C1478787122
C643344246,C1114077261
C1369319598,C2090905364
C1177025554,C1234357560
C1077136265,C1099969323
C1309486337,C386347876
C1861658422,C411697716
C398983574,C372207964
C1241120613,C262355562
C1857791614,C475455617
C900686728,C1483947348
C1656492058,C218511087
C1689836031,C518483339
C1459821376,C1270155695
C436113675,C1768296992
C465600238,C835546867
C1256130600,C1973778607
C1507314580,C487918188
C467509385,C1207569673
C384579388,C821832561
C422100276,C1602752021
C131413886,C1705702099
C848870880,C1178532192
C1948938620,C629230147
C1669547637,C1737704312
C1167419608,C1417245859
C1838700042,C2136124320
C2075637942,C2035394515
C943186064,C723767007
C1627875873,C738316607
C1669235082,C1009058276
C1420889291,C1403712214
C1467582736,C1648964420
C328693538,C1964276324
C858890150,C270414068
C2136250553,C1044785183
C1390642369,C897597902
C1587271283,C1547598236
C559011130,C914744050
C1083743408,C1459669032
C585795168,C1577597730
C1230390829,C2017063748
C663362985,C414544777
C1180547743,C448899117
C903846979,C1309663067
C1369104870,C734082538
C646629673,C504592502
C229119525,C1163793334
C1155313239,C596105622
C1112531707,C2027283571
C847030298,C1898098864
C2133367118,C830881431
C1579630314,C1955963189
C1665292271,C1056809196
C875110373,C1358902076
C259003079,C1040454784
C1757920685,C838036946
C1042639971,C399700682
C938882730,C1353495461
C3192473,C94000988
C1750064669,C1469683157
C668350347,C498346189
C1296546512,C603794033
C1837813996,C237839541
C206791376,C1777858784
C688337992,C1356838496
C1501521794,C1595426375
C1972027918,C245352977
C203175078,C971497098
C1241701761,C1430078912
C1520517435,C1502962277
C621828746,C477224629
C2146891655,C1923899792
C1467094998,C1640887362
C348562627,C579686396
C1565637645,C246034159
C1157457405,C1950743525
C1098334412,C2138139956
C231263650,C117010065
C1598929849,C174373957
C967632033,C239655908
C111635372,C305633510
C987974633,C1570699013
C5041123,C1806092321
C118755172,C1969569633
C407617891,C2052168091
C2000573212,C140564383
C1998307306,C56287825
C292590262,C1425427449
C1467103001,C2020178828
C540975240,C1403396534
C786371721,C634266884
C441318532,C378184519
C45820020,C118323092
C120153157,C1385014527
C1172724993,C2134382692
C1825175810,C1947111326
C1761776938,C1175212816
C122779004,C1661355634
C1788922503,C1133203986
C864373162,C2026116142
C1370284585,C517300123
C429556076,C1758057195
C1970949783,C1178086920
C1778182083,C1658852967
C327163298,C631125917
C1583120223,C329107762
C1690812607,C1337745140
C408320728,C1561038337
C1642985221,C420905621
C563376218,C854509966
C516601474,C1393470960
C930729587,C1764236170
C751983911,C897005922
C1280728342,C340949531
C1872128154,C1516318315
C1297948614,C238984979
C1102458533,C1143434894
C870827249,C148586808
C1869199535,C294149321
C1257187755,C180868146
C979170645,C1726348383
C923889315,C364838399
C354354222,C2112361490
C638502231,C612157273
C2074438302,C1396927283
C1199404863,C392871361
C707667338,C1893450426
C2052745701,C1852135177
C721100202,C1047853192
C101925701,C684228591
C1573528696,C843270952
C1962310501,C83600778
C110243356,C1990456923
C445074656,C1141448824
C375538220,C586976287
C1367883478,C859787123
C1190987829,C743934048
C643674355,C1837057885
C1294492119,C896163936
C297926068,C552320873
C1515195735,C802800115
C1096869275,C1754497056
C1641659919,C356146433
C30471050,C71117127
C798770433,C857388389
C1521432965,C1286837444
C1838483613,C2124983103
C954612907,C1736076807
C48417675,C917564615
C2097851662,C1982213061
C81168266,C1249698388
C711864929,C630143359
C730913019,C1758337568
C2070696493,C1093115965
C1261854749,C1897917533
C1228199281,C241888469
C594168749,C1070560249
C2121015125,C1692708659
C1765378517,C660825427
C749385189,C1335048982
C947484790,C1369150574
C1534653324,C2111805560
C1968192734,C1088632308
C1207980231,C1840761492
C1660954750,C871450960
C2019270422,C2140723061
C535461095,C1240756842
C1990100300,C507000295
C1152432746,C1166375084
C796947268,C1138005911
C547283474,C1856052849
