nameOrig,nameDest
C2126822080,C614027671
C395625506,C89425517
C1691789548,C664418611
C1357407025,C1149365528
C186761558,C530480281
C975548868,C684066961
C1810231204,C1742997341
C2013788162,C1951196997
C2108271909,C1538432530
C1779796165,C1251839199
C784974572,C681833477
C1766455519,C1647257311
C1496948822,C2031138888
C522999828,C1749400426
C2131896255,C1618537729
C1497085826,C1659907587
C1301583843,C1262979896
C805673661,C287547752
C1581546717,C1616254261
C1268279894,C153560471
C1778888732,C2132306142
C1910702012,C1806354888
C1763540979,C1760297741
C1344921599,C2118650510
C40169551,C1602568073
C1729294117,C1344111244
C1728949185,C1947310260
C1857152604,C1592064148
C1953295411,C1614532442
C1997627879,C57650414
C740581034,C887877789
C540674877,C1606236869
C866416253,C28837920
C1338386359,C1711284809
C1100603883,C1162975840
C822765830,C1956479239
C562951876,C1685851481
C1602787037,C229581474
C1368433278,C1041420813
C858829587,C703255933
C2101692519,C906718881
C1725962092,C2076812401
C850905756,C1303632682
C69820402,C206202243
C1408776544,C2137487496
C902110980,C93608130
C959107082,C763988872
C1999818258,C621104280
C1597507569,C169557455
C1448715770,C1426675779
C2016312269,C1112892387
C1798051694,C601872848
C68497251,C145853323
C1426945846,C2002048877
C943710739,C929202840
C1669781917,C2131210304
C447104974,C1868562190
C1582760902,C1949379505
C1711896642,C1614568053
C859340105,C396633934
C1423909190,C633732161
C1875035598,C211730816
C168542965,C565033107
C1362376101,C2028117722
C833311377,C682239072
C1441870620,C1712973613
C853008403,C1932267634
C1482198693,C1017106905
C110728226,C55440432
C1113965883,C784898039
C1429741716,C222782574
C1838845938,C2055386497
C1484664364,C690052973
C1018321333,C63747287
C1774541467,C694237258
C60855926,C450956926
C1181525068,C1946992835
C452109082,C939690912
C962414174,C1082308559
C225328831,C1774766937
C1880354843,C2025666546
C190519138,C1071713375
C633500334,C1568534280
C1617473071,C1149755782
C1156973422,C1641235272
C1276662896,C1909597726
C1869323756,C786972173
C1798126724,C1298165772
C2023941920,C1161623278
C326793874,C1374602726
C1013015767,C2052316491
C1591749627,C1187254384
C95508436,C1266204770
C193246913,C119988264
C1867130104,C1341143574
C1174942630,C300996120
C1352485468,C1781388065
C1877636406,C1250018780
C1440361143,C325414119
C598483212,C1718405753
C1908599999,C232254728
C532751836,C177814128
C896575057,C859452834
C1102675643,C337197710
C160961521,C1279296978
C1167762387,C1886287343
C1864250663,C859520176
C248620771,C1550677262
C1543820946,C1591834226
C1924996925,C1740005576
C1761228570,C852250325
C1097542921,C1623842770
C1054886645,C509087054
C1659706489,C91452299
C1494258968,C1789529602
C1657503683,C1991949362
C434956479,C1026491581
C258858501,C211710684
C1813707107,C501678843
C473310701,C64873816
C1082995323,C296149357
C993163132,C1690671798
C1387079105,C225613375
C883197501,C912444103
C556864462,C1288113184
C306813721,C1037889845
C703674300,C823904936
C963955153,C739376034
C275907154,C723875839
C1873682311,C38081834
C1787022942,C259764192
C1959087604,C260576763
C1773522652,C1066682571
C903611293,C1764448614
C781692293,C355485741
C1652172329,C1151521265
C1061206658,C1607785754
C701183597,C38722472
C1339559564,C11947845
C2021867581,C286607965
C1894816237,C779144364
C1400426749,C845940909
C545472921,C159092324
C325957256,C966733151
C1710644611,C337504584
C1358449120,C229191212
C2012638578,C471039036
C164711666,C506793579
C1587282446,C1682974286
C1278863220,C508730614
C140549756,C110259721
C198571358,C208870916
C895945304,C472312301
C912673223,C510299393
C478084145,C1291068810
C1153085298,C1680057478
C1127530254,C1737577200
C1170103875,C996606252
C1476414356,C1004392698
C1774927383,C167068681
C1090500605,C408884343
C652666575,C82400954
C884479454,C838699729
C1605748927,C1759074552
C1648938219,C1490065895
C1938394867,C174590248
C132871097,C1045111572
C1986704331,C1087955840
C1382090361,C520322536
C1839260880,C578711840
C831136870,C1120048533
C308100471,C467077557
C1213571979,C1484757263
C582567989,C164033249
C1114698000,C1057348778
C960350892,C704791568
C1553035259,C556799121
C880901308,C920546647
C1908204365,C205734787
C646131580,C1465312402
C1908044512,C1975881381
C1315017975,C527179511
C181595725,C1464719219
C386699764,C826720099
C742493940,C1626537029
C147340368,C378465989
C1244663110,C1167917157
C788144152,C301554006
C189151156,C884793986
C343330052,C2069774047
C2128172333,C1369534188
C1045707609,C1300850299
C967668430,C733943580
C1236559501,C1441515473
C1528473446,C148244826
C1298855285,C770193098
C2085504348,C1963775846
C102407300,C1360776167
C1088160208,C293763642
C942663929,C530834294
C1089107908,C1308103846
C1661798890,C159890440
C882500524,C1134894336
C1690269432,C249922962
C1906608965,C158538273
C675662086,C1935268176
C1721468586,C1422881714
C1242706166,C324861279
C660069786,C725942730
C1624484361,C239483768
C2037452932,C1397523009
C231605812,C1897368057
C732934329,C1117860070
C80505718,C43471979
C988066117,C1964156877
C1387293635,C416381189
C1664217634,C1197635039
C1797751748,C853752386
C743898010,C1657769946
C1521831371,C1533959081
C2054046213,C1442101214
C1860137211,C1554948339
C1718423895,C1383862007
C329776777,C932468910
C216004560,C983002004
C1816423856,C118887860
C352584204,C236583515
C2112739083,C1040156961
C1485120084,C657856548
C279309752,C2034305
C872297820,C1478898162
C355092894,C420344934
C1608300612,C989722501
C519165765,C1411313428
C2037847029,C1922886862
C1081660747,C1939605854
C35444574,C1488724236
C1794023159,C1865846755
C266168825,C1387050166
C1220469900,C1428888556
C1268085357,C1791871546
C2140987414,C437801258
C1210885684,C648079232
C343905382,C612179276
C1586659787,C1525094446
C1952216439,C3135879
C1768872890,C1892168605
C844247860,C1243063445
C2013556844,C1187498623
C1877235158,C2041502130
C1892216987,C1741928119
C1403037221,C1490159626
C150743853,C1570008796
C1165722881,C446946409
C1912666397,C792713142
C932048835,C1204222178
C1806879297,C1295333897
C1154320223,C390387463
C1804407506,C254562713
C2074976091,C4262035
C103854765,C2013826736
C779041355,C884317773
C771208918,C1039094150
C985113460,C1213474014
C965860181,C1115074295
C1861948238,C1377361140
C2116704577,C1630228751
C2030168563,C111781066
C1316871925,C1311480607
C2024461591,C646059443
C1424390930,C1646330123
C584994316,C1905581648
C49592020,C500519546
C744016368,C988611877
C1258363266,C1212974498
C461344960,C1856256614
C1008392045,C1562223192
C1458019927,C716167666
C38358503,C1373909669
C1436920344,C1576671719
C129909874,C2126312192
C834521760,C1941379364
C1061041414,C810155428
C1194569107,C124837092
C844889299,C570530840
C1835849970,C1851637805
C590632540,C574679668
C2033268892,C1171923050
C341962253,C1445060109
C524361531,C1848618133
C507915321,C2108171676
C1849889461,C964398813
C1976142070,C174810463
C1650911667,C1013169732
C1307457058,C402337523
C994988944,C1460821548
C41542199,C1277531710
C1445533406,C2142307073
C791482013,C1147678933
C1651928226,C1265491651
C326372859,C149093371
C1696875248,C489801757
C91683789,C211142297
C326456663,C283747838
C1420213503,C210719506
C357826942,C190144072
C279243133,C1155717877
C1880819839,C1994293117
C1911694521,C1696924353
C28995804,C1664492254
C72136109,C622001692
C1091023970,C1364736186
C2031286193,C675141030
C99050490,C746268947
C509888721,C1247574551
C1505314576,C449655376
C1125556933,C671649900
C1870194824,C1133776412
C492430131,C136493277
C1658928767,C821508587
C1192950217,C556223672
C869836881,C1214802171
C1291061446,C1041322859
C1102367070,C76702473
C923051198,C1683678192
C690663471,C1058629126
C110942894,C676230254
C1764442139,C991923887
C2065180884,C444146728
C131028048,C135126939
C1734780845,C10719006
C1425938626,C1502043937
C1855640577,C1595951257
C319451222,C352427207
C1090774613,C1748598380
C1696587455,C1296451073
C1562195137,C1884972603
C1489751995,C2023877305
C1824805727,C1203020359
C1511580644,C1071781474
C1231797073,C385134808
C1331368912,C1474703486
C21757903,C1278736347
C475081665,C1516384232
C150256169,C1298523080
C522648948,C1470868942
C1095621848,C1600008141
C1415051283,C2046411473
C2036278594,C1649586604
C1362803264,C561909863
C2126387107,C842984696
C365100807,C2000375534
C355974600,C658781342
C299629972,C996777405
C534176515,C1942237488
C502140217,C1647509224
C891239089,C444068845
C1783481312,C2127624837
C1953204344,C1823182298
C2113853115,C338573575
C171310470,C1616836132
C1437132018,C1040369236
C60951361,C1839309219
C768400844,C1543950518
C145808446,C738402089
C439166638,C1971627600
C155639465,C1303449663
C1118785776,C1259246235
C1282418103,C1375040378
C1058763457,C1413729772
C1523741,C1090552511
C940030015,C417338733
C1890178179,C45654707
C1861414766,C1080255388
C512504891,C476441699
C888708061,C80302590
C1934613689,C1108649213
C1856855224,C151300021
C1723747324,C1959031204
C53298647,C139564032
C69565802,C943862043
C333860736,C643407654
C1663719815,C1334709861
C2036995955,C640008319
C1819076790,C714932893
C972277679,C1287202683
C611898644,C673512382
C844493784,C1718470625
C1585163695,C2042581023
C1154042693,C1188919405
C365259346,C1521362414
C279309767,C877337157
C1895542033,C1137355745
C395126058,C1057975016
C690248307,C1240800318
C382751045,C702147994
C997127595,C1750398859
C1161048985,C989734135
C1313345166,C984374840
C1510356091,C1381652787
C369705277,C1195449620
C1917128862,C1389149773
C2096581670,C614773262
C398002735,C241735588
C1273344332,C531029576
C301893966,C1148435881
C1471045931,C447333400
C135913859,C1071790042
C1854950941,C323695034
C197201528,C550832367
C801276178,C747869108
C1754294416,C700441463
C559995559,C1438661400
C1031630844,C1273406708
C1199894585,C12880127
C1839069088,C1279122388
C1250930006,C990145219
C475740532,C903859013
C2092828670,C283051821
C2115817278,C1721407983
C1229863094,C896196116
C203106418,C937915197
C9854968,C408401384
C409667051,C1644627339
C542643672,C836474031
C1976955161,C1524624361
C1192106436,C660990051
C126486675,C323009633
C1738292079,C1198454421
C1033589692,C1263684119
C174894578,C1891540768
C1568010940,C782891703
C1538583870,C674898848
C1012224839,C10397745
C1396275714,C1490448839
C564892363,C1553613987
C1469789143,C737575309
C53849892,C2137039397
C230521431,C1194956455
C465347632,C1065272030
C1010163722,C1229509338
C1694531621,C1250473269
C1979097470,C1110709884
C602300584,C580854171
C1399530188,C1549573277
C1776341823,C1789362204
C1112831917,C1258851829
C1840010361,C253375743
C1785544154,C753080392
C1943034743,C1797643088
C1515556759,C1956131129
C181950535,C1144068861
C1811560690,C315140851
C1628566682,C151857643
C57460011,C585017276
C1703519470,C1983299913
C1299066525,C792713142
C361259889,C2090667131
C613296419,C566981373
C314447651,C1468427853
C1408575111,C1356699472
C1868885347,C1379044910
C1123163122,C476915750
C185076129,C758653144
C1615250052,C674514049
C932573777,C1347286139
C1394716737,C1283301004
C1359799999,C763153735
C1114480188,C176269394
C873446759,C922658033
C1356276981,C1972608410
C1857065154,C1437244257
C1415654054,C520710200
C1317795721,C1554666770
C1869663913,C168450316
C2127973233,C1479575288
C540487295,C2117902129
C1827248307,C1954690861
C2099802806,C1440543502
C161089689,C2026801026
C1572858013,C792333076
C1803889303,C40291144
C1661633764,C682402582
C1629691432,C523198145
C1132132753,C1036308272
C23704315,C1579098108
C913517462,C1893421795
C1331212590,C148253208
C1534754597,C1432469355
C390656219,C338507859
C944260671,C1957806238
C840126937,C550184559
C983077865,C1593115162
C1778803273,C1593071241
C268810376,C619876874
C951103176,C288295695
C1187603948,C310280456
C520373078,C919722155
C578320838,C1905433695
C528696751,C1104558647
C317240758,C89146006
C801856078,C449940263
C1310498872,C1182955221
C1261910633,C1896272575
C599688386,C1561184297
C894652016,C1141553617
C2044046492,C1686942753
C1486667934,C303806184
C1627764172,C1884709874
C228648592,C1666918625
C1982535532,C913578962
C1020334484,C355900651
C2048590179,C1210600117
C2125897767,C298830841
C1543812747,C106649786
C941268581,C2127041510
C1462740805,C276372772
C181730563,C269981483
C1102641415,C1698824208
C1736345247,C1675585541
C168687510,C240626359
C854208644,C1688019098
C1026224828,C1493901846
C751155015,C1900379925
C77875162,C478501952
C1050302790,C1365282869
C1645568459,C1016728436
C499598066,C1567263885
C1591193203,C1071047133
C1452437645,C632283006
C1277532979,C2147450364
C119644002,C1873132703
C940717654,C465175175
C573513804,C972901348
C399501504,C732040171
C1024097354,C548821529
C1481420561,C488774592
C130624155,C1199406505
C1754861330,C1554666770
C1790978317,C1519139616
C642609323,C273676561
C1538610575,C222424477
C1108946462,C378010134
C418862500,C57482582
C740013362,C1869603829
C593476409,C1893562542
C1815336858,C1142666234
C312160237,C2002698759
C246356187,C690327386
C1824492325,C70895366
C1517982024,C2063006076
C160585043,C555878853
C1221116165,C408634115
C1863864365,C813071373
C1634106455,C1582600029
C2051380709,C751944914
C1955308353,C1960018912
C1505696965,C1297691832
C199841633,C703098061
C1574244676,C1325715213
C1961697300,C1765182330
C1427460984,C1680479585
C344347876,C601737429
C1630283777,C793190583
C2086422960,C1701706347
C53300176,C69112306
C83753393,C1934202473
C1430330520,C1663568255
C392394067,C379941594
C1587439229,C107014684
C1032457954,C1673242346
C1271632155,C26843363
C1028078636,C2042514719
C1588577175,C1873899130
C339442506,C21851169
C63023967,C104845920
C1256354319,C1164572178
C1497063619,C766103921
C1531940496,C1898572552
C255973452,C1663165083
C1260995905,C613510790
C1880747317,C997091801
C361174287,C1073057003
C1397416764,C1205402842
C1717103485,C2143747912
C2093141697,C473728481
C253137263,C1258491345
C2119098380,C342866786
C412020230,C1010662092
C1457921402,C572504854
C964114302,C1555843447
C617964841,C122604426
C473312794,C2083641149
C1211094325,C1884845089
C387818987,C1433304664
C1561791851,C501867126
C1047869219,C1280512370
C923553126,C1116924980
C1032163595,C1224898704
C1261919508,C1317466105
C622500120,C1257683696
C933894809,C1308573628
C265741439,C168336623
C517846219,C618698758
C1537577211,C82911393
C1057082021,C422371114
C647082013,C1380754012
C323496037,C1724260087
C1324209190,C617995966
C1581935339,C1743768151
C1584148313,C1935883339
C2008068729,C1072014153
C1855644038,C598650105
C925979419,C1206818478
C1236308008,C69054979
C996266013,C1446934752
C38703142,C1647881928
C1071293183,C1795566865
C1923503356,C612625451
C1198691213,C1904092396
C827057381,C561531273
C1542223209,C837841829
C455986012,C1622943988
C1217449295,C1996045953
C1457434011,C1312127495
C2144567318,C813548711
C1553196043,C2007523630
C1698084011,C2123096419
C2128128752,C1279051154
C118772510,C1776751094
C1147427915,C771941671
C1917483322,C1547927454
C827160469,C1057221152
C1468952692,C216476797
C1918323105,C1131125488
C172441640,C2083269600
C424538576,C1658120902
C1038364509,C188995477
C1966498561,C1851453853
C1170221967,C1384359664
C863338902,C366748923
C796380770,C1244723855
C1772064486,C190276941
C768039945,C2074095780
C849416470,C376992243
C590663166,C1092136037
C919179200,C431318712
C570010116,C1435457146
C468334220,C1442795551
C515130162,C1848179507
C1694066859,C598218363
C136339752,C1543445824
C1616717442,C950238522
C787671317,C615315947
C2135947323,C838168415
C423061810,C301424155
C99051410,C577264757
C47939883,C119907784
C877282603,C1689141448
C818283923,C2065380729
C1602458122,C1465034067
C893530333,C1512661744
C1529991093,C1568673513
C596215060,C664009330
C1037541496,C502911038
C306168865,C689421716
C1948446979,C279358517
C460090294,C89161624
C456711363,C1147612606
C2001345865,C1483329259
C335757386,C1249531586
C1816832167,C1671179293
C835305257,C1731342708
C382618636,C1697995801
C415321999,C2047329829
C569885600,C1627965794
C1572540480,C1333038552
C972130775,C1099892006
C735970385,C1618343520
C875247689,C40595393
C823592860,C1598430126
C69050200,C1949897123
C1606086406,C273209341
C851344840,C143900490
C1000122340,C1964307742
C254351633,C1503922563
C1386675610,C258150381
C1418146742,C1914576409
C719556269,C1078191222
C1303496372,C1944544586
C598809483,C1864548849
C2135832066,C733624898
C732486590,C1623816728
C618877059,C1077995387
C850988416,C312576475
C1337367414,C911599712
C638844233,C2010770946
C1748781380,C1036863629
C1712937908,C536153315
C418407397,C1285755485
C1936042632,C1230384867
C187721421,C36675960
C1418019519,C1360277667
C1303648626,C1364786302
C2031970822,C845314123
C212378329,C1255087536
C1639601591,C1239649414
C1686530520,C1601068407
C1985573396,C1369505738
C1068415084,C480968146
C202003907,C2048201303
C1536505139,C1316427373
C1717642631,C892931653
C751213823,C1995175286
C1916559593,C1782195163
C15920944,C1925829763
C1875951540,C145103891
C2003433429,C317285463
C1715731193,C1543776659
C1902051950,C2039234622
C462962414,C795256010
C603432215,C1680767531
C157944102,C2145319283
C494667718,C1169903663
C13826577,C871995390
C1093841607,C469565028
C2143623801,C56074101
C41574512,C1532766632
C1661581917,C1284823131
C2047525654,C643888900
C1667847477,C1878588507
C35307770,C1733824519
C722652831,C1659675373
C955692440,C1728953170
C1098893743,C1531391746
C646962895,C1161831587
C746405816,C1935117352
C61182848,C1623348097
C210643868,C526053743
C549810713,C1334364775
C177227543,C266170490
C629653184,C1918276832
C1150354430,C1820377500
C1553006769,C1679578552
C1420432211,C2046892715
C187742518,C1422954171
C1120082712,C1982260009
C1321675529,C1396650212
C434560731,C1991599134
C1777838491,C713802393
C1976591748,C674394363
C885558268,C65000315
C1124580543,C1350689760
C1406958925,C1521360869
C409734730,C1990242816
C1084767622,C2118169723
C1453032742,C1119996154
C1298986301,C733898893
C891276919,C1845646246
C53173407,C1041185534
C1379659484,C1435927706
C412920664,C1421925436
C587424676,C963833201
C1141276415,C737740250
C1559581072,C1903423539
C189476390,C281136087
C660516211,C1206594768
C839497257,C323014213
C1149638697,C502198901
C376317057,C1203273708
C1149838858,C1637373249
C994998348,C1562100880
C1342011484,C2114192205
C684726030,C1609684527
C635755880,C1427572656
C1839226240,C477490247
C1228666864,C372691760
C1643897278,C1920581720
C1651998580,C685714982
C223638247,C1273282972
C465998026,C1558839762
C630088733,C1707030016
C2077796177,C1026404722
C152731843,C1343677149
C452970041,C681338524
C1103580715,C785703145
C2140904301,C1090666185
C584716485,C1195929292
C1190188201,C1565225480
C1035824202,C421191772
C509532259,C217658483
C1827712853,C1763066612
C2093448945,C1534817169
C1228079312,C1683456443
C1136952603,C231452696
C181780546,C1726337274
C1137042834,C728315197
C304171194,C1283580307
C1965751224,C94243065
C1373233807,C504817194
C1037853779,C514913018
C631283658,C1205641235
C133519357,C444575348
C421924886,C1253004356
C1191575965,C1987084758
C1719244920,C1151919872
C1260282357,C133686671
C1645309472,C2041863944
C359436566,C1089108787
C1065116059,C390721644
C131448392,C379945832
C1859952892,C1597764267
C2045388041,C2041049568
C970056745,C928468667
C1112832350,C1389887559
C630930253,C467543576
C1689032222,C1315474011
C81705263,C197158975
C1716659384,C1913476199
C13635259,C187344822
